"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099503","secretory vesicle","73/6001","174/26913",0.419540229885057,1.88153411213074,6.24925406538208,0.00000000498278908039723,0.0000018037696471038,0.00000165218795823698,"AT1G03220/AT1G07080/AT1G09210/AT1G11910/AT1G14210/AT1G17860/AT1G21750/AT1G45201/AT1G55265/AT1G56340/AT1G62290/AT1G65484/AT1G66240/AT1G73260/AT1G75040/AT1G77510/AT1G78830/AT1G78850/AT2G02850/AT2G14610/AT2G26010/AT2G27710/AT2G29960/AT2G38380/AT2G38540/AT2G43510/AT2G43570/AT2G43590/AT2G43620/AT2G47470/AT3G04720/AT3G12500/AT3G14210/AT3G25220/AT3G44100/AT3G44590/AT3G49110/AT3G49120/AT3G53980/AT3G54960/AT3G56490/AT3G57240/AT3G57260/AT4G01610/AT4G11290/AT4G11650/AT4G12120/AT4G12480/AT4G15210/AT4G16260/AT4G16660/AT4G19810/AT4G23170/AT4G24190/AT4G24580/AT4G25900/AT4G27520/AT4G30530/AT4G34180/AT4G35220/AT4G39730/AT5G06860/AT5G08370/AT5G08380/AT5G28540/AT5G38450/AT5G40370/AT5G42020/AT5G43060/AT5G48540/AT5G56010/AT5G60360/AT5G64120",73
"GO:0048046","apoplast","119/6001","334/26913",0.356287425149701,1.59786093535309,5.88967197429152,0.0000000167996551893648,0.00000304073758927502,0.000002785205991921,"AT1G02900/AT1G08260/AT1G09310/AT1G17860/AT1G19570/AT1G20160/AT1G23740/AT1G26560/AT1G29290/AT1G32940/AT1G32960/AT1G35720/AT1G36622/AT1G36640/AT1G47710/AT1G53310/AT1G63245/AT1G65481/AT1G65484/AT1G65486/AT1G65490/AT1G65500/AT1G65510/AT1G66200/AT1G68765/AT1G68795/AT1G70170/AT1G75040/AT1G78060/AT1G78370/AT1G78830/AT1G78850/AT1G79550/AT2G02850/AT2G18660/AT2G27020/AT2G30860/AT2G30870/AT2G36530/AT2G38540/AT2G43570/AT2G43620/AT2G45220/AT3G03780/AT3G04120/AT3G05180/AT3G08590/AT3G09440/AT3G09820/AT3G13080/AT3G14210/AT3G14310/AT3G15020/AT3G15356/AT3G16530/AT3G23600/AT3G25905/AT3G44310/AT3G47380/AT3G47520/AT3G49120/AT3G50610/AT3G52930/AT3G55440/AT3G57240/AT3G57260/AT3G57610/AT3G59920/AT4G02520/AT4G09320/AT4G12470/AT4G12880/AT4G13195/AT4G18510/AT4G20830/AT4G23170/AT4G23600/AT4G25000/AT4G27520/AT4G28460/AT4G30380/AT4G31990/AT4G33300/AT4G34870/AT4G37290/AT4G38740/AT4G39330/AT4G39640/AT4G39830/AT5G02240/AT5G02500/AT5G03350/AT5G04590/AT5G05340/AT5G08370/AT5G08380/AT5G08760/AT5G10760/AT5G11670/AT5G17920/AT5G19730/AT5G20950/AT5G21105/AT5G36920/AT5G36925/AT5G44565/AT5G44568/AT5G44575/AT5G44580/AT5G46960/AT5G48300/AT5G49910/AT5G56000/AT5G59320/AT5G63570/AT5G63800/AT5G64120/AT5G64800/AT5G66815",119
"GO:0048226","Casparian strip","14/6001","16/26913",0.875,3.92415847358774,6.26752378124314,0.0000000559230346142935,0.00000674804617679142,0.00000618096698368508,"AT1G18140/AT2G16385/AT2G27370/AT2G28670/AT2G30210/AT2G36100/AT2G40370/AT3G11550/AT4G34600/AT5G06200/AT5G07130/AT5G15290/AT5G44700/AT5G57620",14
"GO:0010494","cytoplasmic stress granule","63/6001","153/26913",0.411764705882353,1.84666281110011,5.6260056034412,0.00000012399113297631,0.000011221197534356,0.0000102782123388257,"AT1G01940/AT1G02920/AT1G02930/AT1G03230/AT1G07890/AT1G09780/AT1G21120/AT1G22360/AT1G23440/AT1G24020/AT1G27020/AT1G27970/AT1G45145/AT1G50670/AT1G54270/AT1G54490/AT1G56580/AT1G57720/AT1G63000/AT1G72730/AT1G78570/AT2G01520/AT2G16600/AT2G20630/AT2G25450/AT2G31570/AT2G38710/AT2G42520/AT2G45220/AT3G01390/AT3G09440/AT3G12580/AT3G13610/AT3G13790/AT3G14220/AT3G19130/AT3G21220/AT3G26450/AT3G29250/AT3G44110/AT3G45640/AT4G02520/AT4G12470/AT4G13660/AT4G17270/AT4G18040/AT4G23670/AT4G23680/AT4G26990/AT4G29350/AT4G30530/AT4G34050/AT4G34870/AT4G38550/AT4G38740/AT5G02500/AT5G23570/AT5G35430/AT5G54900/AT5G58620/AT5G61780/AT5G64120/AT5G65010",63
"GO:0098803","respiratory chain complex","54/6001","141/26913",0.382978723404255,1.71756480302928,4.57632955403696,0.0000124775894720258,0.000903377477774667,0.000827461196565921,"AT1G08480/AT1G14450/AT1G16700/AT1G47260/AT1G47420/AT1G51650/AT1G51980/AT1G65290/AT1G76200/AT1G79010/AT1G80230/AT2G02050/AT2G02510/AT2G21870/AT2G27730/AT2G31490/AT2G33040/AT2G40765/AT2G46390/AT2G46505/AT2G47380/AT3G06310/AT3G07480/AT3G08610/AT3G10860/AT3G12260/AT3G17240/AT3G18410/AT3G27240/AT3G27380/AT3G47833/AT3G52730/AT3G62400/AT4G16450/AT4G20150/AT4G28060/AT4G30010/AT4G32210/AT4G34700/AT5G05370/AT5G08680/AT5G08690/AT5G11770/AT5G13430/AT5G13440/AT5G13450/AT5G25450/AT5G26780/AT5G37510/AT5G52840/AT5G61310/AT5G66760/AT5G67590/ATMG01275",54
"GO:0005777","peroxisome","104/6001","326/26913",0.319018404907975,1.43071860211437,4.19135818447249,0.0000366034683857534,0.00189292222223468,0.00173384850248306,"AT1G04710/AT1G06290/AT1G07010/AT1G13440/AT1G19570/AT1G20510/AT1G26930/AT1G47750/AT1G48320/AT1G49670/AT1G54340/AT1G55320/AT1G65840/AT1G69270/AT1G70580/AT1G76150/AT2G06050/AT2G22780/AT2G26230/AT2G26560/AT2G27020/AT2G27710/AT2G27730/AT2G28760/AT2G29330/AT2G29340/AT2G29350/AT2G29370/AT2G29440/AT2G29450/AT2G29530/AT2G29560/AT2G29960/AT2G29990/AT2G30060/AT2G30110/AT2G30490/AT2G30860/AT2G30870/AT2G30970/AT2G31390/AT2G31570/AT2G31670/AT2G31750/AT2G31790/AT2G31880/AT2G33150/AT2G39970/AT2G42490/AT2G42520/AT2G42790/AT2G43940/AT2G44490/AT2G45690/AT3G05970/AT3G06860/AT3G07490/AT3G09260/AT3G12800/AT3G14130/AT3G14210/AT3G16910/AT3G17420/AT3G21720/AT3G24170/AT3G27820/AT3G51660/AT3G55040/AT3G55290/AT3G56490/AT3G62200/AT3G62460/AT4G00860/AT4G02340/AT4G04470/AT4G05160/AT4G05530/AT4G09320/AT4G12735/AT4G12910/AT4G16210/AT4G16760/AT4G16770/AT4G18360/AT4G20480/AT4G27780/AT4G27820/AT4G29010/AT4G36880/AT4G39260/AT5G09840/AT5G11910/AT5G17380/AT5G17920/AT5G18910/AT5G24240/AT5G27520/AT5G27600/AT5G37670/AT5G41210/AT5G42890/AT5G48880/AT5G54800/AT5G65300",104
"GO:0042579","microbody","104/6001","326/26913",0.319018404907975,1.43071860211437,4.19135818447249,0.0000366034683857534,0.00189292222223468,0.00173384850248306,"AT1G04710/AT1G06290/AT1G07010/AT1G13440/AT1G19570/AT1G20510/AT1G26930/AT1G47750/AT1G48320/AT1G49670/AT1G54340/AT1G55320/AT1G65840/AT1G69270/AT1G70580/AT1G76150/AT2G06050/AT2G22780/AT2G26230/AT2G26560/AT2G27020/AT2G27710/AT2G27730/AT2G28760/AT2G29330/AT2G29340/AT2G29350/AT2G29370/AT2G29440/AT2G29450/AT2G29530/AT2G29560/AT2G29960/AT2G29990/AT2G30060/AT2G30110/AT2G30490/AT2G30860/AT2G30870/AT2G30970/AT2G31390/AT2G31570/AT2G31670/AT2G31750/AT2G31790/AT2G31880/AT2G33150/AT2G39970/AT2G42490/AT2G42520/AT2G42790/AT2G43940/AT2G44490/AT2G45690/AT3G05970/AT3G06860/AT3G07490/AT3G09260/AT3G12800/AT3G14130/AT3G14210/AT3G16910/AT3G17420/AT3G21720/AT3G24170/AT3G27820/AT3G51660/AT3G55040/AT3G55290/AT3G56490/AT3G62200/AT3G62460/AT4G00860/AT4G02340/AT4G04470/AT4G05160/AT4G05530/AT4G09320/AT4G12735/AT4G12910/AT4G16210/AT4G16760/AT4G16770/AT4G18360/AT4G20480/AT4G27780/AT4G27820/AT4G29010/AT4G36880/AT4G39260/AT5G09840/AT5G11910/AT5G17380/AT5G17920/AT5G18910/AT5G24240/AT5G27520/AT5G27600/AT5G37670/AT5G41210/AT5G42890/AT5G48880/AT5G54800/AT5G65300",104
"GO:0009531","secondary cell wall","14/6001","23/26913",0.608695652173913,2.7298493729306,4.44594228591099,0.0000754542016946009,0.00341430262668069,0.00312737809655254,"AT1G18140/AT2G16385/AT2G27370/AT2G28670/AT2G30210/AT2G36100/AT2G40370/AT3G11550/AT4G34600/AT5G06200/AT5G07130/AT5G15290/AT5G44700/AT5G57620",14
"GO:0005788","endoplasmic reticulum lumen","11/6001","17/26913",0.647058823529412,2.90189870315732,4.20198995878054,0.000213092293050745,0.00857104556492998,0.00785076869134325,"AT1G05720/AT2G19500/AT2G30750/AT2G30770/AT3G08970/AT3G26830/AT3G61560/AT3G62600/AT5G03160/AT5G28540/AT5G42020",11
"GO:0005740","mitochondrial envelope","69/6001","217/26913",0.317972350230415,1.4260273057409,3.37544643873461,0.00075435679396014,0.0255254799331317,0.0233804192466894,"AT1G02410/AT1G07510/AT1G08220/AT1G09780/AT1G13900/AT1G14450/AT1G24267/AT1G27390/AT1G47260/AT1G49410/AT1G50400/AT1G51650/AT1G57610/AT1G61570/AT1G62130/AT1G66590/AT1G79560/AT2G02050/AT2G19860/AT2G20800/AT2G26360/AT2G27730/AT2G29080/AT2G29530/AT2G29990/AT2G31490/AT2G36070/AT2G36530/AT2G38280/AT2G38670/AT3G01280/AT3G04120/AT3G07910/AT3G08580/AT3G09700/AT3G10110/AT3G18410/AT3G27080/AT3G27930/AT3G44370/AT3G46560/AT3G48850/AT3G50930/AT3G52930/AT3G54110/AT3G59280/AT4G00026/AT4G10040/AT4G11010/AT4G11440/AT4G16450/AT4G21490/AT4G26780/AT4G34700/AT4G39690/AT5G06180/AT5G13430/AT5G13440/AT5G13490/AT5G14040/AT5G20080/AT5G22350/AT5G37510/AT5G40930/AT5G41685/AT5G52840/AT5G55200/AT5G62050/ATMG00180",69
