"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AT1G01010.1",528.128492060818,1.26340529596629,0.260789648811955,2.46142761058786e-07,2.42953904409695e-06
"AT1G01020.1",0.724118743593588,0.0489760931850814,0.62393804903917,0.896911681677331,NA
"AT1G01020.2",10.3977601948828,0.204051115656889,0.461970122877405,0.52869308105993,0.680909518119407
"AT1G01030.1",90.5322119381301,-0.271480202390686,0.208355813961664,0.161149753080036,0.292771721019404
"AT1G01040.1",162.893461062786,-0.142177593465461,0.20149038262564,0.454386249591219,0.615820674203226
"AT1G01040.2",18.9816731144627,-0.00880853455764646,0.408756623314356,0.976197403691015,0.987528889112937
"AT1G01046.1",51.8597597360728,-0.492128089572953,0.381319934375528,0.110610619703127,0.219459551547153
"AT1G01050.1",2246.73593963058,-0.239602049374191,0.0968105988564147,0.0120893458324157,0.0362418402378019
"AT1G01060.5",2.40566826713083,-0.0135074003534012,0.624529229988486,0.827403734262701,0.901056455054587
"AT1G01070.1",10.0061997155491,0.272889485906324,0.561010995701844,0.380639195458176,0.54532765070393
"AT1G01070.2",12.9631611131883,1.01878783820189,0.900128099245241,0.0328783103765897,0.0833163569773042
"AT1G01080.2",17.3945307506301,0.116563223310569,0.402047739891202,0.70848515130004,0.820809776177784
"AT1G01090.1",9277.93225164815,-0.931417978363547,0.105978801912486,4.90242970897165e-19,2.79523568113492e-17
"AT1G01100.1",7.58758133485884,0.36954515019797,0.539697469605731,0.280038414982813,0.439530049431137
"AT1G01100.2",18.2244623185939,-0.496715379056861,0.500926103559442,0.156351001270351,0.28593098646011
"AT1G01100.4",3.89015896681727,0.00152703331812625,0.563075005758484,0.999066110733609,0.999598520065201
"AT1G01110.1",1.32671425586417,0.0983353959101561,0.605457036690788,0.609817531087863,0.745919019249127
"AT1G01110.2",75.3836394271411,-0.325400150259882,0.296483998277347,0.210881533294573,0.358122567686254
"AT1G01120.1",2204.6803001616,0.470825157804807,0.205612904969769,0.014901726299886,0.0433767304310635
"AT1G01130.1",64.6544175341083,-0.621533962537235,0.291342411219854,0.0162381778373982,0.0466317605654991
"AT1G01140.1",1.24063615985325,0.140060007522812,0.618670348354172,0.449888475188674,0.612425219862981
"AT1G01140.2",5.68941751469358,0.445625856702108,0.608631375058962,0.2034202276194,0.348741239432293
"AT1G01140.3",3.16605411747431,-0.0249014465112855,0.576875476960537,0.914476599056502,0.951847994543229
"AT1G01150.1",3.87145356467601,-0.0401501804369928,0.576405787744535,0.858873984249061,0.919912788091979
"AT1G01160.1",34.5225445669507,-0.19405365789288,0.320356950427521,0.478608317712345,0.637847897559165
"AT1G01160.2",73.3504574338486,-0.579264029756297,0.282395537885531,0.0216548355565978,0.0593903748544631
"AT1G01170.1",1621.69399724367,-0.527851209594432,0.116220604805827,3.55418745656834e-06,2.74205510114173e-05
"AT1G01180.1",975.50047505725,-0.357936315430877,0.127620669140335,0.00408476505977097,0.0144700875466415
"AT1G01190.1",16.2178866866896,0.401770012915495,0.610311620082391,0.228719180390745,0.379059499153262
"AT1G01200.1",29.0282223534971,-0.0948907493701878,0.430280794852086,0.758681500585475,0.856502308245896
"AT1G01210.1",339.546354570558,-0.20582152629758,0.146084747595498,0.146380376680185,0.271647006568671
"AT1G01220.1",1508.71277020894,0.156161115653708,0.0863792063526215,0.0679806212686739,0.149704308817618
"AT1G01225.1",76.313963393984,0.0295129671248011,0.27762346949668,0.907542061251503,0.948347900134998
"AT1G01230.1",1418.22504562323,-0.00150741645797199,0.120145241672774,0.98766447537229,0.993183249764557
"AT1G01240.3",140.089094494361,-0.368616392722657,0.253622313607114,0.11179591682633,0.221210153099976
"AT1G01250.1",94.3199224733064,0.507765482169371,0.332928656293201,0.0742095526183166,0.160675295763793
"AT1G01260.1",66.4225772368751,-0.286073532545587,0.2860151619177,0.260644301685229,0.417695126801381
"AT1G01260.3",0.96452918856034,-0.0121946468942283,0.624695972003279,0.893879907399087,0.940276667439771
"AT1G01290.1",47.0742441962343,0.400722107261234,0.314124644276104,0.14091946744537,0.263991746974667
"AT1G01290.2",87.5753746715026,-0.662042862574366,0.235423732427594,0.00236757306501949,0.00902043635446787
"AT1G01300.1",2954.84790231692,0.530340941498621,0.119364901748687,6.08125651042366e-06,4.44881234000796e-05
"AT1G01310.1",0.995133921995055,0.147794575935377,0.637579689085411,0.421899754219041,0.585978073429194
"AT1G01320.1",939.211908816745,-0.271395071002295,0.161673690377249,0.0811710728227396,0.172731674963221
"AT1G01320.2",12.438596563907,0.370148919134035,0.518230325054494,0.27741962386722,0.436545933150851
"AT1G01340.1",8.23056917028171,0.395661741677577,0.582422387299026,0.245948559933773,0.400145945646152
"AT1G01340.2",82.1615862727927,0.412410071421672,0.357562175234624,0.165871731747075,0.299341498118602
"AT1G01350.1",917.189334104886,-0.185699694068535,0.110162107450241,0.0859470419117292,0.180314851086082
"AT1G01355.1",15.1852391913835,-0.635440441279661,0.602694860803751,0.0945428988973564,0.194494802967599
"AT1G01360.1",570.879261079879,-0.266390530341277,0.155084235511539,0.0752857212525058,0.162483388055022
"AT1G01370.1",2.39097596409707,0.25795859489632,0.641616379970899,0.288893081107203,0.44961540866261
"AT1G01370.2",14.2406376494554,-0.0674247382765922,0.405776421245695,0.822529556017968,0.898072168311551
"AT1G01380.1",28.792290978703,0.869757280894557,0.461671206576145,0.0165531467358981,0.0474016191255127
"AT1G01390.1",67.374215783175,-1.55742989969227,0.340012552877407,5.83806061163149e-07,5.32824386030325e-06
"AT1G01420.1",613.495987557017,0.855109573832813,0.171980671623345,2.43796915359993e-07,2.40728847492014e-06
"AT1G01430.1",4617.08549691797,-0.224318805209726,0.0942927616339151,0.0159395065363235,0.0458893679416498
"AT1G01440.1",1128.38638845739,-0.195193655172085,0.104161820646533,0.0566659269693958,0.129140529253853
"AT1G01448.1",634.019904070002,-1.01467226834799,0.191772114984666,3.31925404389763e-08,3.82996455416371e-07
"AT1G01448.2",6.2422056371362,0.215264224650938,0.555319341062217,0.474697340162835,0.634724772926042
"AT1G01448.3",71.4978386139484,-0.700308564049202,0.270994607166634,0.00428524362084353,0.0150726118792817
"AT1G01470.1",2654.03556014596,0.504639670835681,0.125718862834908,4.02359293420659e-05,0.000246872409606957
"AT1G01480.1",14.824439962102,2.62725820832412,1.47862611230436,0.00451060926446828,0.0157431104125015
"AT1G01490.1",655.11040881366,-0.366212207546335,0.151167867282545,0.0123245868092877,0.0368545806919371
"AT1G01490.2",15.4833627434722,-0.429612157953058,0.44035675358892,0.194703861953401,0.337340387017674
"AT1G01500.1",1041.95204806935,0.165772734454129,0.0955768948268444,0.0793725019946067,0.169621323312224
"AT1G01510.1",1866.30266243361,-0.505663173147078,0.101991794049655,4.89185477122153e-07,4.53525559100996e-06
"AT1G01520.1",31.8867547469776,1.92918860250549,0.73581596910956,0.000666256865374595,0.00296220597198431
"AT1G01530.1",3.44622640341529,0.0707900561002577,0.583808265950672,0.751215927204573,0.851805817116267
"AT1G01540.1",51.5729274384259,-0.375845451504373,0.366226819663008,0.209275918282469,0.355993885066961
"AT1G01540.2",119.15370362544,-0.171869375277105,0.220506303984726,0.40383317339919,0.56836340558994
"AT1G01550.1",1474.89397280475,0.510344313399605,0.370141455472495,0.0925868388029341,0.191399532672837
"AT1G01550.2",139.195139077816,-0.135090749981712,0.342900928211814,0.636516506137688,0.766063936072762
"AT1G01560.1",11.8536793367065,0.307482534980379,0.559775445647942,0.344922180772719,0.510057919640559
"AT1G01570.1",60.1970613459336,0.0375275568570371,0.283272893867785,0.883884934275949,0.933949006972315
"AT1G01580.1",78.8063064729728,2.90464020110328,0.343232212134304,2.68584655747677e-18,1.40074358657295e-16
"AT1G01590.1",5.57070426196206,-0.00310429016255407,0.559188429830891,0.98592543942883,0.992256462731236
"AT1G01600.1",168.003929643687,1.2698122108636,0.379454729856274,0.000137931504795518,0.00073854748493587
"AT1G01610.1",2748.70273841163,-0.014859193087498,0.139820166722594,0.909996196413347,0.949431709259018
"AT1G01620.1",4456.23109915683,-1.07853740560288,0.248831007182954,3.66848212928895e-06,2.81865106016837e-05
"AT1G01630.1",2573.97445814428,0.713155420785564,0.126323917658873,8.66505149749001e-09,1.10778637456967e-07
"AT1G01640.1",55.8385161023091,0.649312821016133,0.299123453070857,0.0143754480522364,0.0420775218819441
"AT1G01640.2",1.16272147174384,0.308535082910098,0.724064440225909,0.0656157522176932,0.145582007853639
"AT1G01650.2",9.75606280718288,-0.248066450893413,0.52820744874781,0.431289149861855,0.595159665666812
"AT1G01660.1",42.8592271648051,-0.208135920231315,0.312997485710428,0.438822733474941,0.602573166303877
"AT1G01670.1",72.0044494514932,-0.00787709483341719,0.274595537788743,0.973710343756618,0.986090402066758
"AT1G01680.1",51.9081439510343,0.257713480812313,0.622878328106408,0.323583590419588,0.487331385674604
"AT1G01690.1",180.25488238155,0.372191500800141,0.17874130787885,0.0290223228318258,0.0753210659196821
"AT1G01695.1",12.9594355437879,0.10852273882513,0.515787261055709,0.7208606473706,0.830534852114326
"AT1G01700.1",19.0310493335521,-0.289105569420832,0.432621260206038,0.367793400082307,0.53293547525708
"AT1G01710.1",2037.91968490511,-0.189692683213543,0.0951023520802615,0.0433740513322139,0.104441822944965
"AT1G01720.1",1554.95078974299,0.37999904856959,0.115874352986805,0.000824356572155803,0.00357766250337887
"AT1G01725.1",287.078158171425,-0.926284002505176,0.247766059697307,5.58598499640886e-05,0.000331289746458951
"AT1G01730.1",1374.11943660166,-0.0309625669774617,0.110737193494613,0.773170117693741,0.866162747456847
"AT1G01740.2",45.4643278620907,-0.170389799200907,0.315505379568706,0.53022579795753,0.682516410348368
"AT1G01750.1",40.1667241547205,8.63762416973556,2.48612839872081,1.29896487567131e-09,1.93446412221079e-08
"AT1G01760.1",209.759269500749,-0.462272716682881,0.167192653614878,0.00395024805507448,0.0140465733397772
"AT1G01770.1",1838.35632491548,-0.525166264161704,0.116051330332107,3.92198449139952e-06,2.9906980666213e-05
