"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AT1G01010.1",180.097104838146,0.0156650473859807,0.151948276938966,0.804711621674724,0.959744552378831
"AT1G01020.2",8.75265240192963,0.00527608827932038,0.163057380132872,0.863806260854546,NA
"AT1G01030.1",104.591590305636,-0.0517705164508948,0.147708087481792,0.500647460397065,0.848081253526567
"AT1G01040.1",124.726009717534,0.142351938300461,0.190427460345899,0.127723189129693,0.508203009842134
"AT1G01040.2",8.25645361982368,0.0351743967322891,0.168182724606103,0.26359212243531,NA
"AT1G01046.1",52.1202001746912,0.100841912472925,0.191523447255466,0.13531061592019,0.521249199184169
"AT1G01050.1",2024.58420873681,0.075161411495266,0.113891596936777,0.367927451758852,0.770639353646893
"AT1G01070.1",4.49668077648083,0.00121308315023188,0.164619792977567,0.952433635385149,NA
"AT1G01070.2",3.63110826077404,-0.00135205329360051,0.164660526377412,0.941130725346997,NA
"AT1G01080.2",14.4564484988714,-0.001835524674087,0.160756206146536,0.960489346348458,0.992428655366424
"AT1G01090.1",11693.6280282386,0.0487343230582869,0.100507354713127,0.531245092682317,0.86166989392688
"AT1G01100.1",3.45070036549138,0.00822850823048116,0.164926007452074,0.673448120209898,NA
"AT1G01100.2",19.6742786218567,-0.00252920479431713,0.161029425378086,0.945823083418013,0.99037414311221
"AT1G01100.4",2.64865956602143,0.00391683233953029,0.165067949946965,0.807071784686342,NA
"AT1G01110.2",80.5169467728723,-0.00127776566746212,0.152013949068014,0.98136247173492,0.996188690108559
"AT1G01120.1",1326.51934859776,0.0410102719195372,0.164007741020861,0.422427929796728,0.804032760315518
"AT1G01130.1",71.2275290509427,0.0616377639777508,0.1618733480774,0.366783755700031,0.770147419795787
"AT1G01140.2",4.61212508969124,-0.0218832179981923,0.166646285329694,0.290587712078262,NA
"AT1G01160.1",38.3398136115365,-0.00908289963740824,0.153720072844592,0.874304488923046,0.974693775675848
"AT1G01160.2",81.6301283155412,0.0224283312399363,0.15067960456015,0.733435332395398,0.939523156760592
"AT1G01170.1",1887.29109373498,-0.127069822338498,0.107433607203532,0.139213434136589,0.526835673191742
"AT1G01180.1",961.894378097168,-0.0540571306121118,0.113394530196676,0.519269607511509,0.85590426155012
"AT1G01190.1",7.95543906330512,0.0145306684020775,0.164647937879415,0.575054811390736,NA
"AT1G01200.1",19.5886539934745,0.105120347882765,0.211283432554227,0.024268344603777,0.211553165443247
"AT1G01210.1",296.6763074276,0.0753895152635004,0.136241236381729,0.386943948902744,0.783401938143227
"AT1G01220.1",1095.93524828344,0.27130032657113,0.139336477916962,0.0103382934141286,0.124176860407455
"AT1G01225.1",60.6032214788963,0.0952277008675375,0.186740556506873,0.155760530970529,0.55350574838496
"AT1G01230.1",1187.20523748081,-0.0122711043573394,0.105167043741599,0.879851773682468,0.97601070735408
"AT1G01240.3",155.111208736989,-0.0183800452016936,0.134377554238644,0.815636419857829,0.961865312617961
"AT1G01250.1",43.4952398952494,0.15950488025398,0.27796927856951,0.0201359945313897,0.1894258573946
"AT1G01260.1",67.597408258206,0.10190852361267,0.179235812221739,0.194115294477572,0.605255040938117
"AT1G01290.1",30.9390658926337,-0.0398635881264038,0.161720158657572,0.465576082106987,0.830685637070593
"AT1G01290.2",89.1151843521187,0.0826591080533198,0.168251919021576,0.27030612396856,0.690033186145616
"AT1G01300.1",2132.68124620651,-0.0676949157715967,0.106655648203559,0.407073581015745,0.794605700121805
"AT1G01320.1",791.077523365905,0.325677946202064,0.161235280231817,0.00612852416993371,0.0893155565237685
"AT1G01320.2",8.48526783576129,-0.00811297922551614,0.162763025189453,0.799511848353632,NA
"AT1G01340.1",6.78388000746291,-0.025081235800525,0.166843851556983,0.296033783375404,NA
"AT1G01340.2",60.4768013459442,-0.0731310994143094,0.178807816293915,0.174803246143127,0.579704942151446
"AT1G01350.1",875.820791723089,-0.0498403301468456,0.112116042782616,0.550523845017957,0.870516062844528
"AT1G01355.1",16.2794165549987,0.0147523700615535,0.160793248701344,0.72972771486694,0.938355971575101
"AT1G01360.1",517.860397324546,0.202057763020651,0.147601535508666,0.0494107074452341,0.315016894965746
"AT1G01370.1",2.24602734478075,-0.0158785713274649,0.166288298250051,0.282146781397534,NA
"AT1G01370.2",13.5744934578958,0.0213417483761104,0.163145619580182,0.573064108492145,0.880623168579902
"AT1G01380.1",17.9586439886588,-0.0229080468842076,0.161628905791957,0.599536998934085,0.892807715031831
"AT1G01390.1",80.327776409835,1.33389066638084,0.320001368694994,1.46191230004219e-06,0.000140928345724067
"AT1G01420.1",276.110141865525,0.11717707100366,0.147916115756729,0.206438673961011,0.621801718460219
"AT1G01430.1",4125.69410438497,0.250702614872151,0.142561127550116,0.0174539880146354,0.173832572265651
"AT1G01440.1",1063.26554266757,-0.0235010271702138,0.102261572510516,0.76973532138751,0.95101653149484
"AT1G01448.1",842.942481783415,-0.0306360449537314,0.130503506775322,0.697648786519545,0.930775468713649
"AT1G01448.2",4.7991239324853,-0.015904531750734,0.165628093024847,0.438194564547788,NA
"AT1G01448.3",94.1152108669507,-0.0423354810296372,0.145183719069336,0.578896163105671,0.883382551730356
"AT1G01470.1",1463.59737631751,0.0554037341111545,0.117908489770072,0.515488458809059,0.853688517346473
"AT1G01480.1",4.33568623344824,-0.0421944675185182,0.173324223265783,0.00802939348154144,NA
"AT1G01490.1",661.736381947317,-0.0507785774722708,0.114490081803024,0.545060345217474,0.867834657420441
"AT1G01490.2",12.4563425216686,0.0179696283494923,0.163255005401897,0.610126999772776,0.898412989423343
